brand,color,size,price,offer_price
Franco Leone,Brown,7,4442,1973
Crocs,Orange,6,6442,6368
Adidas,Blue,6,6746,5472
Crocs,Brown,5,4442,4368
Tresmode,Black,6,4347,3883
Tresmode,Black,7,3247,2893
Franco Leone,Tan,10,4242,1893
Crocs,Brown,10,7442,5268
Crocs,Red,11,2442,1568
Tresmode,Black,4,3747,3673
Franco Leone,Tan,6,3442,1873
Imperial India Company,Brown,10.5,11446,8623
LaBriza,Black,8,4446,2372
Reebok,Grey,8,3446,2323
Crocs,Pink,7,3242,3168
Crocs,Grey,6,3442,3368
PUMA,Black/Green,UK-10,5246,2273
LaBriza,Black,6,2746,1292
Franco Leone,Brown,8,3142,1453
PUMA,Pink,3.5,3946,2123
FILA,Black,6,3746,2682
Numero Uno,Brown,7,4846,2573
Hidesign,Tan,37,3172,1733
Tresmode,Black,6.5,3647,3573
Crocs,Brown,8,2942,2868
Power,Green,8,2246,2172
Tory Burch,Nude,10.5,35447,31873
Liberty,Brown,8,3746,3172
Tresmode,Black,5,5947,4773
Crocs,Pink,4,3442,3368
Crocs,Blue,9,6942,6868
Crocs,Red,5,4442,4368
Franco Leone,Blue,7,2242,1453
Buckaroo,Brown,11,2142,1388
Crocs,Green,3,3742,2843
Tresmode,Black,4,3747,3013
Toni Rossi,Navy Blue,8,2442,1848
Tresmode,Grey,6,4047,3253
Crocs,Red,10,2942,2868
Tory Burch,Blue,7.5,29197,26248
Bata,Tan Light Brown,4,1746,1672
Tresmode,Black,6.5,4347,3883
PUMA,Black & Red,11,3046,2273
Crocs,Black,7,3942,3868
Adidas,Black,11,3446,2972
Hidesign,Brown,9,6442,6368
Woodland,Camel,10,2942,2868
Umbro,Black & Blue,6,3946,2623
Asics,Black,7,10446,6372
Havaianas,Black,12.5,2047,1973
Tresmode,Black,3.5,5947,4773
Crocs,Brown,10,3742,3008
Liberty,Tan,6.5,2246,1892
Numero Uno,Light Brown,7,3246,1773
Tory Burch,Orange,10,32947,29623
Franco Leone,Tan,6,3146,1723
Crocs,Brown,16,2942,2868
Toni Rossi,Tan,6,2842,2143
Franco Leone,Tan,9,3446,1573
Nike,Black,8,7942,6123
Crocs,Grey,7,3442,3368
Crocs,Grey,7,4742,4668
Havaianas,White,5,1897,1823
Buckaroo,Blue,10,2742,1748
Crocs,Grey,10,1942,1868
Toni Rossi,Brown,9,4142,1888
Nike,Black,8,6942,5358
Crocs,Black,5,3442,3368
Crocs,Purple,3,4442,4368
Nike,Black,7,9442,7273
Reebok,Blue,6,3946,2648
LaBriza,Navy Blue,7,2346,1322
Franco Leone,Black,6,3046,1673
Adidas,Black,11,3746,3177
Crocs,Black,6,3442,2618
Lee Cooper,Olive,9,3746,2518
Havaianas,Yellow,3.5,1997,1923
Crocs,Brown,4,2442,1868
Franco Leone,Olive,8,3942,1773
Crocs,Blue,4,3442,3368
Franco Leone,Black,8,3446,1573
Toni Rossi,Tan,6,4242,2708
Lee Cooper,Camel,9,3846,2583
Crocs,Grey,9,7442,7368
Nike,Brown,9,1842,1493
Crocs,Brown,9,3442,2468
Tresmode,Black,5,3747,3343
Hidesign,Light Brown,10,4742,4238
Crocs,Brown,4,5442,5368
Crocs,Green,11,5242,5168
Tory Burch,Tan,8,28447,22813
PUMA,Black/Orange,UK-11,4646,2073
Franco Leone,Beige,7,2242,1453
Nike,Black,8,4142,3333
Imperial India Company,Brown,6,12446,9373
Tresmode,Black,4,4437,4363
Buckaroo,Tan,8,2142,1388
Crocs,Brown,7,6442,6368
Nike,Blue,7,4142,3333
Vanilla Moon,Black,6,4437,3328
Crocs,Blue,6,5442,3868
Franco Leone,Beige,6,2342,1513
Franco Leone,Black,10,3642,1653
Converse,Red,3,3046,2463
Crocs,White,5,3242,3168
Crocs,Brown,8,6442,6368
Crocs,Brown,6,3942,3868
Asics,Black,6,9446,5772
Tory Burch,Navy,11,37947,34123
Asics,Black,9,8446,5172
Crocs,Orange,2,2942,2868
Franco Leone,Tan,10,4442,1973
Franco Leone,Tan,7,4442,1973
Tresmode,Gold,5,3747,3673
Crocs,Blue,5,2942,2868
Crocs,Grey,12,2942,2868
Buckaroo,Black,6,3342,2108
Converse,Orange,8,3046,2463
Crocs,Black,9,3442,3368
Tresmode,Beige,7,4047,2533
Franco Leone,Bordo,7,4142,1853
Tresmode,Beige,6,4047,2533
Hush Puppies,Black,9,4446,4372
Crocs,Blue,9,1542,1468
Crocs,Brown,11,4942,4868
Crocs,Pink,5,3742,2678
Crocs,Blue,7,6942,6868
Crocs,Brown,2,3442,3368
Vanilla Moon,Black,6.5,4437,3963
Crocs,Brown,10,7442,7368
Crocs,Blue,6,3242,2328
Woodland,Black,6,5742,5668
Franco Leone,Tan,8,3942,1773
Asics,Blue,8,10446,6872
Franco Leone,Black,10,4142,1853
Crocs,Brown,4,1742,1668
Franco Leone,Tan,7,4242,1893
Crocs,Pink,3,1742,1668
Crocs,Black,9,2942,2118
Crocs,Yellow,2,3442,3368
Liberty,Brown,6,2246,1892
Crocs,Black,9,4442,4368
Franco Leone,Black,10,4442,1973
Franco Leone,Black,6,3446,1573
Crocs,Orange,3,2942,2868
Toni Rossi,Brown,8,4342,3568
Crocs,Silver,7,4242,4168
LaBriza,Green,5,3446,1572
Franco Leone,Black,11,3242,1493
Crocs,Brown,12,3442,3368
Crocs,Blue,3,4442,3168
Franco Leone,Beige,8,4242,1893
Franco Leone,Black,7,3442,1573
Crocs,Brown,7,4242,3028
Crocs,Brown,6,5442,5368
Woodland,Khaki,7,4342,4268
Franco Leone,Tan,10,3442,1873
Franco Leone,White & Blue,10,3146,1723
Franco Leone,Red & Black,8,3146,1723
Franco Leone,Tan,9,3242,1773
Lavie,Black,4,3046,1272
Crocs,Blue,9,2942,2868
Tresmode,Pewter,4,4047,3613
Crocs,Black,3,3442,3368
Crocs,Grey,4,4442,4368
Adidas,White,10,6446,5272
Buckaroo,White,11,2742,1748
Crocs,Purple,11,2442,1868
Buckaroo,Tan,6,3442,2168
Tresmode,Gold,6.5,3747,3673
Crocs,Navy,7,3442,3368
Footin,Brown,7,1346,1272
Franco Leone,Brown,6,3242,1493
Crocs,Navy,10,3442,3368
Nike,Blue,12,1842,1493
Tresmode,Beige,3,4047,3973
Hidesign,Blue,39,4222,2258
Bata,Black,8,1446,1372
Toni Rossi,Brown,10,4142,2648
PUMA,Blue,6,5446,2873
Crocs,Brown,2,3442,3368
Reebok,Grey,11,2446,2013
Liberty,Brown,8,3946,3172
Footin,Black,8,1446,1372
Crocs,Blue,7,2442,2368
Havaianas,Pink,5,1997,1923
Vanilla Moon,White and Silver,3.5,4437,3328
Vanilla Moon,Black,7,10437,6768
Franco Leone,Black,10,3942,1773
Tory Burch,Off White,5,37947,34123
Tresmode,Champagne,6.5,4437,4363
Nike,Grey,8,1842,1493
Crocs,Brown,12,1742,1668
Nike,Black,9,9442,7273
Crocs,Red,10,2942,2118
Adidas,Silver,5,3746,3342
FILA,Navy,6,3346,2372
Crocs,Grey,9,3742,3668
Tresmode,Tan,7,3647,3573
Franco Leone,Black,10,3642,1653
Asics,Black,8,9446,5772
Buckaroo,Black,8,3342,2108
Vanilla Moon,Black,5,4437,3328
Crocs,Pink,12,1942,1868
Crocs,Pink,6,3742,2678
PUMA,Black,7,3446,1873
FILA,White,6,3046,2463
Footin,Brown,5,1446,1372
Crocs,Navy,6,2942,2868
Woodland,Brown,7,4042,3968
Crocs,Orange,7,2942,2118
Tresmode,Tan,5,3747,3013
Crocs,Blue,4,2942,2868
Crocs,Orange,9,2942,2118
Liberty,Yellow,9.5,1746,1472
Crocs,Brown,5,6442,6368
Tresmode,White,3.5,5847,5773
Nike,Blue,11,4142,3333
Franco Leone,Black,10,2042,1013
Reebok,Black,10,3646,2828
Franco Leone,Black,10,2342,1513
Tresmode,Silver,5,4047,2533
Crocs,Grey,12,3442,2618
Crocs,Grey,5,4942,4868
Crocs,Black,2,2442,1768
Crocs,Multi,9,2742,2668
Crocs,Pink,5,5442,3368
LaBriza,Tan,3,4046,2172
Crocs,Blue,3,1542,1468
Franco Leone,Bordo,8,2942,1623
Tory Burch,Orange,9.5,37947,34123
Crocs,Black,9,7442,4568
Tresmode,Beige,6,5947,4773
Liberty,Blue,9,2446,2062
Crocs,Blue,3,2442,2368
Tory Burch,Brown,5.5,27947,25123
Toni Rossi,Brown,11,4842,3618
Franco Leone,Black,6,3742,1693
Crocs,Black,7,3442,3368
Franco Leone,Blue,9,2242,1453
Franco Leone,Tan,11,2042,1013
Nike,Blue,11,1746,1413
Crocs,Brown,4,1742,1668
Franco Leone,White,8,4042,1813
Crocs,Blue,13,2942,2868
Liberty,Yellow,8,1746,1472
Reebok,Blue,8,3246,2673
Woodland,Brown,11,3442,3368
Tresmode,Black,4,3747,3343
FILA,Black,6,2746,1982
Tresmode,Champagne,5,5847,5773
Crocs,Brown,9,3942,3868
Franco Leone,Bordo,8,4142,1853
Footin,Black,5,1446,1372
Crocs,Orange,3,5742,5668
Toni Rossi,Black,6,3842,2883
Franco Leone,Tan,8,4242,1893
Crocs,Blue,4,2442,2368
Buckaroo,Brown,11,2442,1568
Lavie,Red,5,2946,1172
Crocs,Grey,4,2942,2868
Adidas,Blue,9,6446,5272
Franco Leone,Bordo,9,4142,1853
Bata,Brown,9,2746,2672
Crocs,Brown,9,6942,6868
PUMA,Black & Blue,11,3246,2412
Tresmode,Gold,6.5,4347,3493
Lee Cooper,Black,10,3446,2322
Franco Leone,Black,9,3942,1773
Converse,Gray,7,2946,2383
Crocs,Pink,8,3242,3168
FILA,Black,9,3146,2543
Crocs,Grey,7,2942,2868
Liberty,Black,10,2146,1722
Crocs,Black,8,1442,1368
Nike,Black,6,3442,2773
Franco Leone,Black,9,2242,1453
Tresmode,Pink,6,4347,3493
Crocs,Pink,3,3742,2678
Buckaroo,Brown,7,3742,2348
Numero Uno,Black,9,3446,1873
Crocs,Black,3,4442,4368
Crocs,Grey,12,5742,3548
Woodland,Brown,8,2742,2668
Adidas,White,9,3146,2711
Buckaroo,Brown,11,3942,2468
Crocs,Brown,13,3442,3368
Buckaroo,Black,9,2442,1568
Franco Leone,Tan,6,3542,1613
Bata,Brown,8,2446,2372
Crocs,Blue,9,1942,1868
Liberty,Green,10,3146,2662
Reebok,Black,7,4046,3138
Crocs,Green,4,2942,2868
Franco Leone,Black,9,3942,1773
Tresmode,Grey,4,4047,3973
Woodland,Camel Brown,10,2942,2868
Franco Leone,Black,10,2442,1173
Tory Burch,Orange,6.5,32947,29623
Tresmode,Pewter,2.5,6447,5173
Crocs,Blue,3,3442,2618
Franco Leone,Tan,7,4242,1893
Buckaroo,Tan,10,2742,1748
Crocs,Yellow,5,3742,3668
Franco Leone,Tan,8,3942,1773
Toms,Navy,8.5,6747,5098
Crocs,Orange,7,4442,4368
FILA,Grey,5,3146,2543
Converse,Gray,5,2946,2383
Franco Leone,Red & Black,7,3146,1723
Franco Leone,Tan,9,3742,1693
Crocs,Brown,9,4942,4868
FILA,Black,7,2746,2218
Vanilla Moon,Black and White,6,4437,3328
Tresmode,Black,6,4047,3613
PUMA,Pink,3,2946,1623
Crocs,Multi Color,4,3242,3168
Nike,Black,11,7742,5973
Toni Rossi,Brown,11,4142,2648
Tresmode,Black,4,3747,3673
Nike,Brown,11,1842,1493
Franco Leone,Black,10,3042,1413
Woodland,Brown,6,3242,3168
Crocs,Red,5,3942,3868
Crocs,Green,5,4442,4368
Woodland,Brown,6,4042,3968
Footin,Black,4,1446,1372
Adidas,Multi,8,9446,7672
Bata,Red,4,1446,1372
LaBriza,Blue,8,3746,2022
Tory Burch,Silver,11,34197,30748
Crocs,Blue,3,3742,3668
Franco Leone,Black,10,2742,1523
Franco Leone,Black,9,2042,1013
Franco Leone,Tan,6,3642,1653
Tresmode,Black,7,3247,3173
Tresmode,Red,3,4047,3973
Crocs,Off White,9,3942,3868
Lavie,Red,5,2846,1172
Tory Burch,Blue,7,29197,26248
Vanilla Moon,Denim & White ,7,5937,5313
Lavie,Cream,6,2946,1272
Crocs,Purple,4,5742,5668
Crocs,Brown,7,3442,3368
Numero Uno,Black,8,4446,2373
Nike,Gray,12,3942,3173
FILA,Navy,10,2446,1978
Tory Burch,Orange,6.5,32947,29623
Crocs,Black,3,3942,3868
Liberty,Tan,9.5,2246,1892
Tresmode,Pink,4,4947,3973
Nike,Gray,11,4742,3813
Converse,Purple,9,3046,2463
Tresmode,Pewter,3.5,3747,3673
Tresmode,Beige,6.5,3247,3173
Buckaroo,Camel,9,3942,2468
Power,Green,7,2646,2572
Tresmode,Blue,6,3147,3073
Numero Uno,Brown,10,2746,1523
Crocs,Grey,6,5442,3868
Tresmode,Beige,3.5,6447,3973
Franco Leone,Black,9,2042,1333
Crocs,Black,6,2742,2208
Imperial India Company,Black,10,11446,8623
Lavie,Cream,7,2946,1272
Crocs,Grey,8,4242,3028
Adidas,Navy,10,3446,3072
Hush Puppies,Brown,7,3146,3072
Crocs,Black,6,3442,3368
Franco Leone,Beige,9,3742,1693
Tresmode,Beige,2.5,4347,3493
Tresmode,Black,7,4947,3073
Crocs,Grey,6,2942,2868
Crocs,Green,5,2942,2118
Asics,Pink,7,7446,4572
Crocs,Black,7,2942,2868
Tresmode,Beige,6,4347,3883
Crocs,Pink,2,4442,4368
Umbro,Pink & Clematis Blue,8,3746,2493
Tresmode,Black,3,6437,6363
Reebok,White,10,2946,1998
Buckaroo,Brown,11,2642,1688
Tresmode,Blue,7,3247,2613
Tresmode,Gold,3.5,4647,4573
Crocs,Black,4,2942,2868
Hidesign,Brown,7,6442,6368
Tresmode,Tan,5,4047,3973
Toms,Navy,11,6147,4648
Franco Leone,Brown,7,2042,1333
Crocs,Beige,7,5442,3868
Hush Puppies,Tan Light Brown,4,3946,3872
Crocs,Blue,11,3442,3368
Nike,Grey,8,8442,6508
FILA,Brown,11,3546,2118
PUMA,Blue,6,4446,2373
Franco Leone,Tan,8,3742,1693
Toni Rossi,Brown,7,4842,3618
Franco Leone,Black,7,3046,1673
Adidas,Black,10,9446,7672
Nike,Black,12,4142,3333
Nike,White,8,6142,4933
Woodland,Blue,8,3642,3568
Converse,Black,8,3046,2463
Nike,Blue,8,1746,1413
Crocs,Grey,7,3942,3868
Franco Leone,Blue,6,3242,1773
Crocs,Red,1,4142,4068
Woodland,Brown,10,3242,3168
Converse,Black,7,2946,2383
Crocs,Black,8,2942,2868
Franco Leone,Beige,11,2342,1513
Crocs,Black,3,4442,4368
Reebok,White,7,4446,3443
FILA,Black,10,2546,2058
Crocs,Blue,3,2442,1768
Toni Rossi,Black,11,3442,2588
Toms,Rose Gold,7,5347,4048
Buckaroo,Black,7,2742,1748
Franco Leone,Black,7,2442,1173
Crocs,Black,7,2742,2668
Buckaroo,Tan,10,4142,2588
Tresmode,Black,4,4947,4873
LaBriza,Black,4,4446,2372
Franco Leone,Black,9,1942,973
Crocs,Blue,10,5242,5168
Crocs,Brown,12,4942,4868
Franco Leone,Red,7,2242,1453
Tresmode,Pewter,2.5,4347,3883
Franco Leone,Dark Tan,7,2142,1393
Woodland,Brown,11,5742,5668
Tresmode,Pink,4,4347,3493
Crocs,Black,5,2742,2668
Liberty,Black,9.5,1946,1642
Tresmode,Grey,3,3247,2613
Franco Leone,Black,10,3146,1723
Woodland,Blue,10,2742,2668
Franco Leone,Tan,6,3642,1653
Crocs,Brown,12,3442,3368
Woodland,Brown,9,3342,3268
Crocs,Yellow,4,5442,5368
Woodland,Green,11,3742,3668
Hidesign,Tan,9,6442,6368
Woodland,Green,8,3642,3568
Franco Leone,Black,11,1942,973
Crocs,Brown,5,2942,2868
Crocs,Brown,2,2742,2093
Crocs,Brown,5,1542,1468
Tory Burch,Navy,10,37947,34123
Nike,Black,10,8442,6508
Tresmode,Tan,6,4647,4573
Franco Leone,Brown,7,3942,1773
Crocs,Green,7,5742,5668
Crocs,Black,5,2942,2868
FILA,Grey,10,1446,1072
Crocs,Black,9,3442,3368
Crocs,Beige,11,5442,3868
Tory Burch,Black,4,28447,22813
PUMA,Red,6,4946,3828
Franco Leone,Tan,7,3242,1493
Toms,Black & White,8.5,6747,5098
Crocs,Grey,10,2942,2868
Franco Leone,Tan,10,3446,1573
LaBriza,Navy,5,3446,1872
Converse,Navy,3,3046,2463
Tory Burch,Off White,11,37947,34123
PUMA,Black/Orange,UK-07,4646,2073
Crocs,Brown,9,2742,2208
Franco Leone,Black,9,3742,1693
Crocs,Blue,8,1942,1868
Woodland,Blue,8,2742,2668
Liberty,Black,9,3146,2662
Hidesign,Red,40,4542,2418
Franco Leone,Black & Red,10,3146,1723
Crocs,Brown,8,7442,7368
Franco Leone,Blue,6,3046,1673
Hush Puppies,Tan Light Brown,8,7446,7372
Bata,Black,6,3446,3372
Crocs,White,6,3942,3868
Crocs,Brown,13,2942,2868
Adidas,Grey,7,9446,7672
Converse,Red,9,3046,2463
Crocs,Brown,5,3442,3368
Franco Leone,Black,6,2742,1523
Franco Leone,Tan,8,2442,1173
Crocs,Grey,9,7442,5268
Tresmode,Black,2.5,3747,3673
Toni Rossi,Brown,10,5042,3768
Franco Leone,Black,6,3042,1413
Franco Leone,White & Blue,10,3146,1723
Franco Leone,Brown,7,3142,1453
Crocs,White,6,2442,2368
Woodland,Khaki,8,3242,3168
Vanilla Moon,Black,5,5437,3568
Reebok,Blue,6,3346,2598
Bata,Brown,10,2746,2672
Tresmode,Camel,7,3437,2765
LaBriza,Brown,4,4446,2372
Crocs,Black,6,2442,2368
Crocs,Red,4,2942,2868
Crocs,Red,5,4442,4368
Franco Leone,Black & Red,7,3146,1723
Crocs,Purple,12,5442,5368
Nike,Brown,12,1842,1493
Vanilla Moon,White & Silver,5,5437,4863
Crocs,Blue,9,6442,6368
Franco Leone,Tan,10,4442,1973
Reebok,Black,6,3646,2828
Tresmode,Black,5,3747,3343
Crocs,Multi Color,11,3242,3168
Tresmode,Black,2.5,3647,3573
Reebok,Blue,7,3346,2598
Adidas,Grey,9,8546,6972
Asics,Blue,6,5446,3612
Crocs,Navy,8,2442,2368
LaBriza,Taupe,4,3446,1572
Crocs,Black,9,4442,4368
Toni Rossi,Tan,9,2942,2218
Crocs,Blue,7,2942,2868
Crocs,Black,9,4942,4868
Buckaroo,Tan,7,2142,1388
Franco Leone,Tan,10,3242,1493
Numero Uno,Light Brown,8,3246,1773
Tresmode,Black,3.5,4047,3973
FILA,Maroon,7,2546,1772
Crocs,Pink,6,2942,2118
Reebok,Grey,8,4446,3773
Franco Leone,Black,7,3942,1773
Tresmode,Grey,3.5,3747,3343
Reebok,White,8,2946,1998
Toms,Ash,11,4447,3373
Reebok,Blue,10,3246,2753
Tresmode,Black,2.5,3747,3673
Hidesign,Black,8,2842,2768
Bata,Black,11,2946,2872
Tory Burch,Black,10,26147,20943
Franco Leone,Tan,7,3942,1773
Hush Puppies,Black,7,3446,3372
LaBriza,Black,3,2246,1272
FILA,White,10,3246,2332
Crocs,Purple,7,5442,5368
Toms,Dark Grey,9.5,6747,5098
Adidas,Black,11,4746,3872
Footin,Gold,5,1346,1272
Franco Leone,Black,10,3942,1773
Adidas,Red,7,4746,3372
Bata,Tan Light Brown,7,1746,1672
PUMA,Black,4,5446,2873
PUMA,Purple,5,3446,1873
LaBriza,Tan,6,3946,1772
Crocs,Black,11,6442,6368
Tory Burch,Off White,9,37947,34123
Crocs,Blue,6,3942,3868
Crocs,Blue,6,4942,4868
Tory Burch,Blue,12,24197,21748
Franco Leone,Black & Red,9,3146,1723
FILA,Black,11,3546,2542
Reebok,Black,8,4046,2713
Tresmode,Beige,3.5,3647,3253
Crocs,Grey,10,4942,4868
Buckaroo,Black,11,2442,1568
Crocs,Blue,5,2442,2368
Crocs,Brown,8,4442,1968
Tresmode,Beige,5,3647,3573
Franco Leone,Black,6,3642,1653
FILA,Navy,10,3746,3023
Crocs,Blue,6,2442,1868
Toms,Picante Red,10.5,6147,4648
Tresmode,Black,5,4047,3973
Umbro,Black & Neon Green,11,3946,2623
Franco Leone,Black,7,3942,1773
Crocs,Brown,7,5442,5368
Tresmode,Black,5,4047,3973
Crocs,Blue,4,3442,3368
Tresmode,Beige,6,3647,3573
LaBriza,Gold,3,2746,1292
Crocs,Brown,7,7442,4568
PUMA,Red,10,3446,1873
Franco Leone,Khakhi,8,3942,1773
Crocs,Black,6,2442,2368
Crocs,Blue,11,2942,2868
Tresmode,Black,3.5,4347,3493
Numero Uno,Tan,8,2746,1522
Vanilla Moon,Black,4,4437,3328
Numero Uno,Navy,9,3446,1873
Crocs,Purple,4,5442,5368
Buckaroo,Brown,7,4142,2588
Hidesign,Black,11,9437,9363
Crocs,Blue,8,2442,2368
Franco Leone,Tan,11,3942,1773
Crocs,Black,8,3942,3868
Franco Leone,Tan,6,4242,1893
Vanilla Moon,Black,7.5,10437,6768
Tresmode,Gold,5,3747,3673
Franco Leone,White,6,2242,1453
Tory Burch,Black,10,12947,11623
Tresmode,Gold,4,4647,4153
Crocs,Yellow,8,1442,1368
Woodland,Green,11,3242,3168
Crocs,White,7,2442,2368
Franco Leone,Black,7,3442,1573
LaBriza,Tobacco,6,3946,1772
Crocs,Brown,14,3942,3868
LaBriza,Tan,3,4446,2372
Crocs,Brown,9,1942,1868
Crocs,Brown,6,8442,8368
Footin,Blue,10,1946,1872
Tory Burch,Black,8.5,28447,22813
Crocs,Blue,3,2442,2368
Lee Cooper,Camel,6,3446,2323
Converse,Black,5,3146,2543
Woodland,Green,8,4442,4368
Crocs,Black,4,3442,3368
Franco Leone,Brown,7,4242,1893
Tresmode,Beige,4,4347,4273
Crocs,Gold,9,4442,3168
Tresmode,Silver,7,4047,3973
Liberty,Grey,10,1946,1642
Tresmode,Black,5,3747,3343
Tresmode,Gold,5,3447,3373
Tresmode,Gold,5,4947,4873
Buckaroo,Tan,7,2742,1748
Crocs,Grey,9,4942,4868
Crocs,Blue,7,4442,3168
Tory Burch,Off White,10.5,31697,28498
Crocs,Grey,8,2242,2168
Umbro,Pink & Clematis Blue,9,3746,2493
FILA,Navy,11,2546,1772
Crocs,Orange,6,3942,3868
Nike,Black,7,7742,5973
Crocs,Blue,6,5742,5668
Liberty,Black,9,3446,2912
Woodland,Tan,11,3442,3368
Crocs,Black,14,3942,3868
Franco Leone,Tan,10,3942,1773
Tresmode,Black,7,3747,3673
Crocs,Purple,9,2442,2368
Buckaroo,Blue,11,2342,1508
Tory Burch,Brown,9,27947,25123
Crocs,Yellow,3,5442,5368
Numero Uno,Brown,9,3446,1873
Tresmode,Beige,4,6447,5173
Crocs,Navy,5,2942,2868
Crocs,Blue,8,2442,2368
Woodland,Brown,6,3942,3868
Franco Leone,Black,8,2342,1133
Crocs,Blue,9,3942,3868
Crocs,Blue,12,4942,4868
Asics,Black,8,8446,5172
Franco Leone,Grey,6,2242,1093
Power,Pink,6,2346,2272
Crocs,Red,9,3942,3868
Crocs,Purple,8,5442,5368
Crocs,Blue,11,3442,2468
Crocs,Brown,11,4942,4868
Crocs,Pink,4,3242,3168
Franco Leone,Black,8,2042,1013
Buckaroo,Black,8,2742,1748
Toni Rossi,Cherry,8,4142,2648
Crocs,Yellow,8,2942,2868
Tresmode,Black,6,4047,3973
Crocs,Black,11,8442,8368
Franco Leone,Red,8,3542,1613
Crocs,Blue,6,6442,6368
Crocs,Red,7,2942,2868
LaBriza,Black,7,2746,1522
Sting,Brown,10,3442,2833
Bata,Black,7,1446,1372
Toms,Grey,10,4847,3673
PUMA,Navy,8,4746,2523
Franco Leone,Black,7,3446,1873
Tresmode,Beige,6.5,2347,1513
Crocs,Multi Color,2,2942,2243
Adidas,White,7,4446,3672
Lee Cooper,Brown,10,3446,2323
Hidesign,Tan,4,3742,3338
Crocs,Brown,3,6442,6368
LaBriza,Red,3,4246,2272
Woodland,Olive Green,6,3242,3168
Tresmode,Beige,4,2347,1513
FILA,Black & Maroon,9,3146,1893
Crocs,Orange,4,4442,4368
Crocs,Off White,8,5442,5368
LaBriza,Black,4,4446,2372
Tory Burch,Pink,10.5,28447,22813
Toms,Dark Denim,11,6747,5098
Franco Leone,Tan,9,3542,1613
Reebok,White,8,4146,3213
Crocs,Black,8,2442,1868
Reebok,White,11,3446,2323
Converse,Natural White,6,2946,2383
Tory Burch,Black,11,23747,19073
Nike,White,7,3942,3058
Vanilla Moon,Silver,6.5,5437,4863
Crocs,Blue,10,2742,2668
Crocs,Grey,11,5942,5868
Franco Leone,Black,9,3046,1673
LaBriza,Navy Blue,6,2346,1322
Buckaroo,Black,6,2142,1388
Crocs,Blue,4,2942,2868
LaBriza,Black,7,3246,1492
Nike,Maroon,9,13442,10343
Vanilla Moon,Denim & White ,4,5937,5313
LaBriza,Tan,3,4246,2272
Crocs,Black,8,2442,2368
Crocs,Blue,6,4442,3168
Crocs,Pink,6,4442,4368
Woodland,Khaki,9,4042,3968
Franco Leone,Black,6,1942,973
Tresmode,Black,3,3747,3673
Buckaroo,Brown,11,2342,1508
PUMA,Black & Green,10,3246,2412
FILA,Grey,10,3046,2172
Franco Leone,Black,7,3742,1693
Crocs,Blue,8,2442,1868
Franco Leone,Tan,7,4442,1973
Franco Leone,Blue,6,3542,1613
Crocs,Blue,3,1942,1868
Reebok,White,10,4146,3213
Bata,Purple,6,1546,1472
Nike,Black,12,4942,3973
Power,Purple,4,2346,2272
Crocs,Black,12,7442,4568
Havaianas,Pink,8,1997,1923
Woodland,Khaki,11,4942,4868
Crocs,Brown,4,2942,2118
Nike,Black,7,8442,6508
Hidesign,Grey,7,3042,2968
Tresmode,Beige,2.5,4047,3973
Tory Burch,Cream,5.5,23747,19073
FILA,Grey,10,3146,2543
Vanilla Moon,Orange & Tan,4,4937,4413
LaBriza,Cognac,4,3246,1772
Nike,Black,11,6142,4743
Crocs,Green,12,2942,2868
Nike,Black,7,9442,7273
Nike,Grey,6,4742,3813
FILA,Grey,7,1446,1072
FILA,White,10,2946,2122
Tresmode,Black,5,3447,2173
Crocs,White,4,2942,2868
Crocs,Blue,9,3442,3368
Havaianas,Blue,7,2147,2073
Crocs,Red,3,2442,2368
Crocs,Blue,4,5442,3868
Franco Leone,Tan,8,2042,1013
Crocs,Blue,7,5442,3368
Tresmode,Gold,3,4047,3973
Liberty,Black,9.5,3746,3172
Vanilla Moon,Black Gold,7,4937,4413
Toni Rossi,Brown,11,4342,2773
Tresmode,Silver,8,4347,4273
Crocs,Blue,2,2942,2868
Nike,Blue,10,1746,1413
Vanilla Moon,Orange & Tan,3.5,4937,4413
FILA,Black,6,3246,2623
Numero Uno,Navy,7,3246,1773
Crocs,Blue,4,4442,4368
Crocs,Blue,4,5442,5368
Asics,Peach,5,12446,7572
Imperial India Company,Brown,8.5,12446,9373
Franco Leone,Black,6,2642,1253
Crocs,Black,10,3942,3868
Woodland,Brown,6,3742,3668
Tresmode,Beige,5,3747,3343
Crocs,Black,12,5742,5668
Crocs,Black,8,3442,2768
Tresmode,Beige,5,3447,2173
Franco Leone,Brown,8,3146,1723
Reebok,Blue,4,3446,2833
Nike,Blue,5,3442,2673
LaBriza,Black,6,3246,1492
Toni Rossi,Tan,6,4742,3543
Crocs,Grey,6,5442,3368
Franco Leone,Tan,7,3742,1693
Franco Leone,Brown,7,3042,1413
Crocs,Black,9,4442,3168
Crocs,Brown,12,5742,5668
Hidesign,Midnight Blue ,6.5,3742,2018
Crocs,Grey,4,3442,3368
FILA,Brown,10,3546,2118
Toni Rossi,Black,6,4142,2648
Nike,Grey,11,6742,5203
Crocs,Purple,2,3242,2048
Vanilla Moon,Tan,7,5937,5313
Crocs,Blue,5,2442,2368
Crocs,Blue,11,2442,1868
Reebok,Black,11,2946,2423
Crocs,Blue,7,5442,5368
Crocs,White,2,2942,2868
Tresmode,Blue,4,3647,3573
Tory Burch,Gold,6,28447,22813
Toms,Black,9,7447,5623
